disease_group,disease_id,disease,outcome,income,sex,age_group,rel_year,estimate,ci_low,ci_high,p_value,n,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,low,female,young,0,-0.191057135,-0.40901747,0.026903199333137673,0.085783117,2490,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,low,female,young,1,-0.007353266,-0.185982309,0.17127577617871667,0.9356937242390737,2475,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,low,female,young,2,-0.009485683,-0.220749482,0.20177811692948694,0.9298739528856279,2825,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,low,female,young,3,0.03605407,-0.235553192,0.3076613314659821,0.794727204,3310,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,low,female,young,4,0.052617716,-0.245136754,0.35037218605244647,0.729070958,1145,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,low,female,young,5,0.13879589643115794,-0.249147319,0.5267391115549929,0.4831554112242529,2270,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,low,female,mid,-5,-0.318308482,-0.587658175,-0.048958789,0.020543934,4281,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,low,female,mid,-4,-0.296266267,-0.485632703,-0.106899832,0.002166202,2617,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,low,female,mid,-3,-0.205213117,-0.39034273,-0.020083504,0.029808356061362895,2042,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,low,female,mid,-2,-0.147641918,-0.42197833,0.126694494,0.2915032792769059,2571,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,low,female,mid,-1,-0.066821395,-0.323573442,0.18993065175521723,0.6099794539581262,572,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,low,female,mid,0,-0.074330674,-0.291380698,0.14271935053074716,0.502080967,1546,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,low,female,mid,1,0.007192285,-0.120321037,0.1347056073357284,0.9119714510075758,4533,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,low,female,mid,2,-0.183920009,-0.331210433,-0.036629586,0.014387848,270,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,low,female,mid,3,0.12745036383184882,-0.160386513,0.41528724077178397,0.3854698354732995,1349,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,low,female,mid,4,-0.058862456,-0.11974816,0.002023248,0.058109803,3084,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,low,female,mid,5,0.060854615208495694,-0.316665788,0.438375018,0.7520455373348374,2357,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,low,female,old,-5,-0.244419221,-0.462136608,-0.026701835,0.027779720534897523,3906,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,low,female,old,-4,-0.097631949,-0.327769231,0.13250533279258697,0.4056925284643038,3439,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,low,female,old,-3,-0.064066122,-0.338563692,0.21043144752704915,0.6473458358310995,1203,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,low,female,old,-2,-0.132755117,-0.420746663,0.15523642928450337,0.3662612017128546,4617,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,low,female,old,-1,-0.141344889,-0.324348385,0.041658606005303966,0.13006923645339552,4947,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,low,female,old,0,0.057082225324060945,-0.166866748,0.2810311989063914,0.6173685369248425,2613,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,low,female,old,1,-0.071230972,-0.391987652,0.24952570763679457,0.6633733691319934,2351,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,low,female,old,2,-0.011356844,-0.261740698,0.23902701114427136,0.929160467,2502,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,low,female,old,3,-0.036864941,-0.216726962,0.1429970798375486,0.6878855482647204,2452,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,low,female,old,4,-0.029856033,-0.291653269,0.23194120321402725,0.8231281242416155,3234,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,low,female,old,5,0.070979182,-0.132541064,0.27449942857965465,0.49425026606392275,1317,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,male,young,-5,0.3276022902661472,0.077839535,0.577365045,0.010145170801121317,2869,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,male,young,-4,0.3228363975223992,0.096996468,0.5486763270852516,0.005081765,3315,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,male,young,-3,0.3087836177508128,0.13288553701706757,0.48468169848455805,0.00058017,3769,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,male,young,-2,0.29493179159503297,0.037091560860854245,0.5527720223292116,0.024964251,2789,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,male,young,-1,0.23584714484727223,-0.016782234,0.4884765232948214,0.067280344,3507,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,male,young,0,0.13376289120594734,-0.083380616,0.3509063979678742,0.22728487769597439,4289,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,male,young,1,0.029854173924534856,-0.144648781,0.20435712889455804,0.7373843565911347,2044,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,male,young,2,-0.031561449,-0.262605443,0.19948254431648674,0.788897053,1834,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,male,young,3,0.015691902,-0.222515251,0.2538990546017632,0.897266618,2079,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,male,young,4,0.010369012,-0.268308453,0.2890464769949487,0.9418637749188645,1052,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,male,young,5,-0.125011662,-0.321820193,0.071796868,0.21313877749957832,3515,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,male,mid,-5,0.45123806145316653,0.20063035570319293,0.7018457672031402,0.000416932,2351,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,male,mid,-4,0.3412570812304472,0.09489429,0.5876198727292888,0.006628479,3624,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,male,mid,-3,0.4766837343679897,0.16810427524649513,0.7852631934894843,0.002463854,4912,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,male,mid,-2,0.3061436418403275,0.049572527,0.5627147569052651,0.019351233392735034,2672,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,male,mid,-1,0.1903933979808866,-0.027532402,0.40831919747594136,0.086827271,3659,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,male,mid,0,0.15368675130551307,-0.123519762,0.4308932644841958,0.2771921967410169,2634,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,male,mid,1,0.1018843976828662,-0.084072754,0.28784154952265684,0.28288188415476956,3715,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,male,mid,2,0.17140562691955336,-0.158528003,0.501339256,0.3085590042253197,714,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,male,mid,3,0.12904882945686288,-0.213243543,0.47134120188467366,0.4599395642313686,4925,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,male,mid,4,-0.06645861,-0.226331741,0.093414521,0.4152073965281615,2639,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,male,mid,5,-0.019408769,-0.302389725,0.2635721867988861,0.893062401,3931,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,male,old,-5,0.6496188408147826,0.4483781273912949,0.8508595542382703,2.499498386043797e-10,3319,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,male,old,-4,0.5049301438785002,0.3071631225249117,0.7026971652320888,5.609839122122651e-07,607,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,male,old,-3,0.5451788138685525,0.2651187367071406,0.8252388910299644,0.000135944,1344,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,male,old,-2,0.31379163782414154,0.046955213,0.5806280628919227,0.021172104501259614,377,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,male,old,-1,0.31264591729171043,0.063611682,0.5616801526531003,0.013868573,3860,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,male,old,0,0.3778474714398436,0.1900754870131171,0.5656194558665701,8.011881374536678e-05,3623,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,male,old,1,0.18628206582629292,-0.090890558,0.46345469,0.1877461226385655,2032,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,male,old,2,0.18652583194643907,-0.134003484,0.5070551482688777,0.25404305148362205,435,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,male,old,3,0.1471429205430276,-0.089945011,0.3842308517725186,0.2238223626940976,4768,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,male,old,4,0.079572978,-0.183329836,0.3424757918009699,0.5530241837780578,2670,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,male,old,5,0.033221202916901324,-0.177774464,0.2442168695705882,0.7576247572300483,3130,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,female,young,-5,-0.010590903,-0.221961071,0.20077926386663938,0.9217673963011621,3423,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,female,young,-4,-0.321156073,-0.538099615,-0.104212531,0.003713577,749,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,female,young,-3,-0.133074827,-0.30280761,0.036657956,0.1243692546309072,1519,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,female,young,-2,-0.023187919,-0.289228952,0.2428531150825104,0.8643558708067283,2359,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,female,young,-1,0.034711038,-0.321186839,0.3906089153419366,0.848399807,3644,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,female,young,0,0.040860236313248796,-0.174505044,0.2562255167836206,0.7099959473874016,2764,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,female,young,1,0.12465206092612574,-0.008784449,0.25808857052230133,0.067105252,856,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,female,young,2,0.13691088565718185,-0.075329834,0.3491516054287686,0.20610648982785973,1253,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,female,young,3,0.15815392056495786,-0.175117871,0.49142571209878555,0.35231062565120874,2585,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,female,young,4,0.13211659329715075,-0.137614246,0.4018474323051549,0.3370423079420213,2863,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,female,young,5,0.19922017914088555,-0.046410712,0.4448510706815376,0.1119096759743119,284,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,female,mid,-5,0.17158011181574762,-0.062587194,0.4057474176188738,0.15096252669814714,2614,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,female,mid,-4,0.26983609752762006,0.039433458385105175,0.500238737,0.021707096982824803,2796,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,female,mid,-3,0.15105744421089123,0.010858154562947114,0.2912567338588353,0.034703772086177365,4476,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,female,mid,-2,0.23597837466996016,0.15158534196900952,0.3203714073709108,4.240801065868993e-08,4563,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,female,mid,-1,0.3308696421635874,0.079654301,0.5820849837737126,0.009838096,320,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,female,mid,0,0.15302195122167925,-0.131323553,0.43736745552496226,0.29152422683483237,1637,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,female,mid,1,0.27660266678257495,-0.098694347,0.6518996810043984,0.14857988842675374,491,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,female,mid,2,0.26995711715010373,0.044572479,0.4953417548597201,0.018894131104653322,2895,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,female,mid,3,0.29456918409660776,0.022614174263216325,0.5665241939299992,0.033755357110234474,4759,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,female,mid,4,0.1778075301009637,-0.03179051,0.3874055706918587,0.096368588,4974,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,female,mid,5,0.17147135879039005,-0.110227782,0.45317049999571457,0.23284603430148598,1733,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,female,old,-5,0.36364263868584107,0.14289341488659968,0.5843918624850825,0.001243414,689,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,female,old,-4,0.4019375411936556,0.29914204588205556,0.5047330365052557,1.8207657603852567e-14,3748,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,female,old,-3,0.25043673,0.15167366392006132,0.3491997968634507,6.694048657607254e-07,694,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,female,old,-2,0.2231957497253746,0.041806929,0.40458457011363413,0.015876359788515648,1466,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,female,old,-1,0.3765808847739073,0.1557904510639206,0.597371318,0.000828832,2677,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,female,old,0,0.19233530398560117,-0.039515769,0.42418637696224565,0.10396126158109853,3932,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,female,old,1,0.18398048448430834,0.002322288,0.36563868130972715,0.047138207,490,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,female,old,2,0.2939978946816459,0.071824218,0.5161715710766748,0.009496917,1306,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,female,old,3,0.23547902276229152,-0.0409788,0.5119368452699581,0.095023667,2199,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,female,old,4,0.14102130514887126,-0.093468117,0.37551072768252114,0.2385022386635478,733,,,
Group 01,D0101,Group 01 / Disease 01,Hospitalizations,high,female,old,5,0.11381306850999934,-0.029454428,0.25708056517532046,0.11946034045361653,2639,,,
Group 01,D0101,Group 01 / Disease 01,QoL,low,male,young,-5,-0.316095797,-0.463293442,-0.168898152,2.5655833903126535e-05,4343,,,
Group 01,D0101,Group 01 / Disease 01,QoL,low,male,young,-4,0.017098105372982952,-0.234718009,0.26891421996863757,0.894128234,3479,,,
Group 01,D0101,Group 01 / Disease 01,QoL,low,male,young,-3,-0.004570259,-0.172728797,0.1635882789481115,0.9575172455190375,2574,,,
Group 01,D0101,Group 01 / Disease 01,QoL,low,male,young,-2,0.003710025,-0.234916506,0.24233655547313587,0.9756898851880653,2411,,,
Group 01,D0101,Group 01 / Disease 01,QoL,low,male,young,-1,0.045624599,-0.178540347,0.269789544,0.6899510563360165,298,,,
Group 01,D0101,Group 01 / Disease 01,QoL,low,male,young,0,0.048215585709681666,-0.232717137,0.3291483081878752,0.7365778912153891,4610,,,
Group 01,D0101,Group 01 / Disease 01,QoL,low,male,young,1,0.13396728719330964,-0.00598424,0.27391881392307355,0.060628971,3590,,,
Group 01,D0101,Group 01 / Disease 01,QoL,low,male,young,2,0.18338682217035163,-0.121651413,0.4884250576541535,0.23866184877887586,3176,,,
Group 01,D0101,Group 01 / Disease 01,QoL,low,male,young,3,0.055437914517643155,-0.070403764,0.1812795926127602,0.38788872091824667,2571,,,
Group 01,D0101,Group 01 / Disease 01,QoL,low,male,young,4,0.2453953799072316,-0.095503178,0.5862939378263693,0.15827309069676954,222,,,
Group 01,D0101,Group 01 / Disease 01,QoL,low,male,young,5,0.24607269328778442,0.032729635,0.4594157515285455,0.023778471616857644,4976,,,
Group 01,D0101,Group 01 / Disease 01,QoL,low,male,mid,-5,0.054631843,-0.301034989,0.4102986757422167,0.7633658334925846,4306,,,
Group 01,D0101,Group 01 / Disease 01,QoL,low,male,mid,-4,0.2696728069789735,-0.032326856,0.5716724695720328,0.080084442,3723,,,
Group 01,D0101,Group 01 / Disease 01,QoL,low,male,mid,-3,0.18628293964042764,-0.086527093,0.45909297251890424,0.18078326058310834,4103,,,
Group 01,D0101,Group 01 / Disease 01,QoL,low,male,mid,-2,0.14430710251641188,-0.164373215,0.45298742,0.3595127176961095,2673,,,
Group 01,D0101,Group 01 / Disease 01,QoL,low,male,mid,-1,0.1591266503678768,-0.113523439,0.43177673983016274,0.2526593343926633,2187,,,
Group 01,D0101,Group 01 / Disease 01,QoL,low,male,mid,0,0.11821088298714073,-0.012112783,0.24853454855994672,0.075431769,2040,,,
Group 01,D0101,Group 01 / Disease 01,QoL,low,male,mid,1,0.037474272522484545,-0.122471079,0.19741962421325132,0.64607857,291,,,
Group 01,D0101,Group 01 / Disease 01,QoL,low,male,mid,2,0.20753701765792282,-0.129327908,0.5444019437020022,0.22723032617743932,4164,,,
Group 01,D0101,Group 01 / Disease 01,QoL,low,male,mid,3,0.08443082,-0.230185937,0.39904757745778535,0.5988970546772994,1722,,,
Group 01,D0101,Group 01 / Disease 01,QoL,low,male,mid,4,0.05600006,-0.19112442,0.30312454021047697,0.6569347810793467,3417,,,
Group 01,D0101,Group 01 / Disease 01,QoL,low,male,mid,5,0.077817169,-0.160933523,0.3165678617154467,0.5229320404245283,3526,,,
Group 01,D0101,Group 01 / Disease 01,QoL,low,male,old,-5,0.1265436015856612,-0.214352995,0.467440198,0.46687806784866415,2973,,,
Group 01,D0101,Group 01 / Disease 01,QoL,low,male,old,-4,0.13230168846702525,-0.117527005,0.38213038228332896,0.299290321,3006,,,
Group 01,D0101,Group 01 / Disease 01,QoL,low,male,old,-3,0.13338713023354587,-0.089881527,0.35665578792756764,0.24161466161697875,993,,,
Group 01,D0101,Group 01 / Disease 01,QoL,low,male,old,-2,0.11623007642215778,-0.075099346,0.307559499,0.2337816277010334,3184,,,
Group 01,D0101,Group 01 / Disease 01,QoL,low,male,old,-1,0.026753070162362502,-0.238506773,0.29201291285775755,0.8432970556115382,1848,,,
Group 01,D0101,Group 01 / Disease 01,QoL,low,male,old,0,-0.017694201,-0.245680344,0.21029194232755657,0.8790944286424878,3385,,,
Group 01,D0101,Group 01 / Disease 01,QoL,low,male,old,1,0.2033625974392123,-0.094119758,0.500844953,0.18028432627028868,4267,,,
Group 01,D0101,Group 01 / Disease 01,QoL,low,male,old,2,0.12528362976483728,-0.060227705,0.3107949644802512,0.1856124404981465,4394,,,
Group 01,D0101,Group 01 / Disease 01,QoL,low,male,old,3,0.033938754,-0.221524015,0.2894015220688987,0.7945629349083283,3807,,,
Group 01,D0101,Group 01 / Disease 01,QoL,low,male,old,4,0.22208523543212993,-0.077793568,0.5219640388722444,0.14662864020775324,3452,,,
Group 01,D0101,Group 01 / Disease 01,QoL,low,male,old,5,0.10698454062673302,-0.055056154,0.26902523494971387,0.19564614884369247,918,,,
Group 01,D0101,Group 01 / Disease 01,QoL,low,female,young,-5,0.099161319,-0.106405966,0.3047286035311584,0.34442274324168176,2212,,,
Group 01,D0101,Group 01 / Disease 01,QoL,low,female,young,-4,0.011348423588150816,-0.242165003,0.26486185024519304,0.930084449,3355,,,
